Country,year,month,value
Romania,2015,December,16956
Romania,2014,January,16126
Romania,2014,February,14279
Romania,2014,March,15483
Romania,2014,April,15253
Romania,2014,May,15425
Romania,2014,June,16458
Romania,2014,July,18517
Romania,2014,August,16693
Romania,2014,September,17886
Romania,2014,October,16427
Romania,2014,November,15241
Romania,2014,December,15315
Romania,2013,January,15125
Romania,2013,February,12755
Romania,2013,March,13724
Romania,2013,April,13424
Romania,2013,May,14225
Romania,2013,June,15102
Romania,2013,July,17007
Romania,2013,August,16667
Romania,2013,September,17778
Romania,2013,October,16490
Romania,2013,November,15011
Romania,2013,December,15005
Russian Federation,2013,January,158930
Russian Federation,2013,February,142973
Russian Federation,2013,March,146062
Russian Federation,2013,April,152913
Russian Federation,2013,May,152496
Russian Federation,2013,June,149800
Russian Federation,2013,July,181907
Russian Federation,2013,August,169963
Russian Federation,2013,September,156199
Russian Federation,2013,October,180373
Russian Federation,2013,November,151662
Russian Federation,2013,December,157904
Saint Helena ex. dep.,2014,January,2
Saint Helena ex. dep.,2014,February,2
Saint Helena ex. dep.,2014,March,2
Saint Helena ex. dep.,2014,April,4
Saint Helena ex. dep.,2014,May,5
Saint Helena ex. dep.,2014,June,7
Saint Helena ex. dep.,2014,July,7
Saint Helena ex. dep.,2014,August,6
Saint Helena ex. dep.,2014,September,6
Saint Helena ex. dep.,2014,October,2
Saint Helena ex. dep.,2014,November,1
Saint Helena ex. dep.,2014,December,4
Saint Helena ex. dep.,2013,January,2
Saint Helena ex. dep.,2013,February,2
Saint Helena ex. dep.,2013,March,4
Saint Helena ex. dep.,2013,April,2
Saint Helena ex. dep.,2013,May,3
Saint Helena ex. dep.,2013,June,3
Saint Helena ex. dep.,2013,July,3
Saint Helena ex. dep.,2013,August,6
Saint Helena ex. dep.,2013,September,2
Saint Helena ex. dep.,2013,October,4
Saint Helena ex. dep.,2013,November,1
Saint Helena ex. dep.,2013,December,3
Saint Vincent and the Grenadines,2014,January,151
Saint Vincent and the Grenadines,2014,February,109
Saint Vincent and the Grenadines,2014,March,130
Saint Vincent and the Grenadines,2014,April,141
Saint Vincent and the Grenadines,2014,May,122
Saint Vincent and the Grenadines,2014,June,107
Saint Vincent and the Grenadines,2014,July,123
Saint Vincent and the Grenadines,2014,August,167
Saint Vincent and the Grenadines,2014,September,204
Saint Vincent and the Grenadines,2014,October,202
Saint Vincent and the Grenadines,2014,November,199
Saint Vincent and the Grenadines,2014,December,186
Saint Vincent and the Grenadines,2013,January,170
Saint Vincent and the Grenadines,2013,February,121
Saint Vincent and the Grenadines,2013,March,141
Saint Vincent and the Grenadines,2013,April,125
Saint Vincent and the Grenadines,2013,May,125
Saint Vincent and the Grenadines,2013,June,124
Saint Vincent and the Grenadines,2013,July,105
Saint Vincent and the Grenadines,2013,August,144
Saint Vincent and the Grenadines,2013,September,163
Saint Vincent and the Grenadines,2013,October,192
Saint Vincent and the Grenadines,2013,November,180
Saint Vincent and the Grenadines,2013,December,148
San Marino,2014,January,29
San Marino,2014,February,16
San Marino,2014,March,27
San Marino,2014,April,26
San Marino,2014,May,24
San Marino,2014,June,24
San Marino,2014,July,26
San Marino,2014,August,24
San Marino,2014,September,25
San Marino,2014,October,19
San Marino,2014,November,17
San Marino,2014,December,24
Serbia,2015,January,3173
Serbia,2015,February,4929
Serbia,2015,March,5454
Serbia,2015,April,5275
Serbia,2015,May,4971
Serbia,2015,June,5484
Serbia,2015,July,6201
Serbia,2015,August,5838
Serbia,2015,September,5707
Serbia,2015,October,6308
Serbia,2015,November,5373
Serbia,2015,December,7711
Serbia,2014,January,5584
Serbia,2014,February,4692
Serbia,2014,March,5053
Serbia,2014,April,5079
Serbia,2014,May,5172
Serbia,2014,June,5795
Serbia,2014,July,6235
Serbia,2014,August,5871
Serbia,2014,September,5922
Serbia,2014,October,6093
Serbia,2014,November,5312
Serbia,2014,December,5653
Serbia,2013,January,5521
Serbia,2013,February,4807
Serbia,2013,March,5068
Serbia,2013,April,4646
Serbia,2013,May,5000
Serbia,2013,June,5330
Serbia,2013,July,6225
Serbia,2013,August,6151
Serbia,2013,September,6052
Serbia,2013,October,6142
Serbia,2013,November,5278
Serbia,2013,December,5334
Seychelles,2015,January,112
Seychelles,2015,February,130
Seychelles,2015,March,108
Seychelles,2015,April,161
Seychelles,2015,May,135
Seychelles,2015,June,164
Seychelles,2015,July,153
Seychelles,2015,August,110
Seychelles,2015,September,119
Seychelles,2015,October,123
Seychelles,2015,November,136
Seychelles,2015,December,141
Seychelles,2014,January,138
Seychelles,2014,February,89
Seychelles,2014,March,159
Seychelles,2014,April,137
Seychelles,2014,May,149
Seychelles,2014,June,105
Seychelles,2014,July,165
Seychelles,2014,August,119
Seychelles,2014,September,124
Seychelles,2014,October,130
Seychelles,2014,November,126
Seychelles,2014,December,116
Seychelles,2013,January,159
Seychelles,2013,February,115
Seychelles,2013,March,107
Seychelles,2013,April,157
Seychelles,2013,May,147
Seychelles,2013,June,123
Seychelles,2013,July,144
Seychelles,2013,August,127
Seychelles,2013,September,117
Seychelles,2013,October,124
Seychelles,2013,November,112
Seychelles,2013,December,134
Singapore,2015,January,3700
Singapore,2015,February,3027
Singapore,2015,March,3441
Singapore,2015,April,3364
Singapore,2015,May,3421
Singapore,2015,June,3304
Singapore,2015,July,3525
Singapore,2015,August,3472
Singapore,2015,September,3786
Singapore,2015,October,3778
Singapore,2015,November,3667
Singapore,2015,December,3700
Singapore,2014,January,3252
Singapore,2014,February,3229
Singapore,2014,March,3424
Singapore,2014,April,3494
Singapore,2014,May,3606
Singapore,2014,June,3366
Singapore,2014,July,3567
Singapore,2014,August,3436
Singapore,2014,September,3667
Singapore,2014,October,3906
Singapore,2014,November,3735
Singapore,2014,December,3550
Singapore,2013,January,3652
Singapore,2013,February,3019
Singapore,2013,March,3352
Singapore,2013,April,3018
Singapore,2013,May,3282
Singapore,2013,June,3207
Singapore,2013,July,3176
Singapore,2013,August,3268
Singapore,2013,September,3420
Singapore,2013,October,3531
Singapore,2013,November,3426
Singapore,2013,December,3369
Slovakia,2014,January,4589
Slovakia,2014,February,3982
Slovakia,2014,March,4355
Slovakia,2014,April,4412
Slovakia,2014,May,4497
Slovakia,2014,June,4684
Slovakia,2014,July,5279
Slovakia,2014,August,4794
Slovakia,2014,September,5095
Slovakia,2014,October,4693
Slovakia,2014,November,4162
Slovakia,2014,December,4491
Slovakia,2013,January,4600
Slovakia,2013,February,4064
Slovakia,2013,March,4461
Slovakia,2013,April,4400
Slovakia,2013,May,4655
Slovakia,2013,June,4510
Slovakia,2013,July,5000
Slovakia,2013,August,4886
Slovakia,2013,September,4969
Slovakia,2013,October,4709
Slovakia,2013,November,4129
Slovakia,2013,December,4440
Slovenia,2014,January,1760
Slovenia,2014,February,1532
Slovenia,2014,March,1701
Slovenia,2014,April,1794
Slovenia,2014,May,1806
Slovenia,2014,June,1767
Slovenia,2014,July,1954
Slovenia,2014,August,1934
Slovenia,2014,September,1845
Slovenia,2014,October,1853
Slovenia,2014,November,1588
Slovenia,2014,December,1631
Slovenia,2013,January,1727
Slovenia,2013,February,1495
Slovenia,2013,March,1730
Slovenia,2013,April,1623
Slovenia,2013,May,1841
Slovenia,2013,June,1752
Slovenia,2013,July,1957
Slovenia,2013,August,1920
Slovenia,2013,September,1897
Slovenia,2013,October,1877
Slovenia,2013,November,1672
Slovenia,2013,December,1620
Spain,2014,January,35692
Spain,2014,February,31615
Spain,2014,March,35967
Spain,2014,April,34335
Spain,2014,May,35489
Spain,2014,June,34589
Spain,2014,July,36821
Spain,2014,August,35928
Spain,2014,September,37550
Spain,2014,October,37153
Spain,2014,November,34922
Spain,2014,December,36015
Spain,2013,January,36869
Spain,2013,February,32211
Spain,2013,March,34459
Spain,2013,April,34509
Spain,2013,May,34901
Spain,2013,June,33877
Spain,2013,July,36879
Spain,2013,August,36328
Spain,2013,September,36716
Spain,2013,October,37510
Spain,2013,November,35154
Spain,2013,December,35027
Suriname,2014,January,929
Suriname,2014,February,711
Suriname,2014,March,798
Suriname,2014,April,804
Suriname,2014,May,826
Suriname,2014,June,773
Suriname,2014,July,788
Suriname,2014,August,848
Suriname,2014,September,1021
Suriname,2014,October,1008
Suriname,2014,November,925
Suriname,2014,December,976
Suriname,2013,January,850
Suriname,2013,February,717
Suriname,2013,March,827
Suriname,2013,April,874
Suriname,2013,May,800
Suriname,2013,June,728
Suriname,2013,July,745
Suriname,2013,August,821
Suriname,2013,September,872
Suriname,2013,October,933
Suriname,2013,November,898
Suriname,2013,December,947
Sweden,2015,January,9456
Sweden,2015,February,8767
Sweden,2015,March,9494
Sweden,2015,April,9969
Sweden,2015,May,10216
Sweden,2015,June,9978
Sweden,2015,July,10451
Sweden,2015,August,9961
Sweden,2015,September,9933
Sweden,2015,October,9663
Sweden,2015,November,8562
Sweden,2015,December,8412
Sweden,2014,January,9122
Sweden,2014,February,8804
Sweden,2014,March,10034
Sweden,2014,April,10277
Sweden,2014,May,10319
Sweden,2014,June,10180
Sweden,2014,July,10560
Sweden,2014,August,10095
Sweden,2014,September,9641
Sweden,2014,October,9304
Sweden,2014,November,8403
Sweden,2014,December,8168
Sweden,2013,January,9500
Sweden,2013,February,8717
Sweden,2013,March,9916
Sweden,2013,April,10034
Sweden,2013,May,10230
Sweden,2013,June,9716
Sweden,2013,July,10506
Sweden,2013,August,10199
Sweden,2013,September,9426
Sweden,2013,October,9081
Sweden,2013,November,8167
Sweden,2013,December,8101
Switzerland,2015,January,6800
Switzerland,2015,February,6100
Switzerland,2015,March,6800
Switzerland,2015,April,6700
Switzerland,2015,May,6900
Switzerland,2015,June,7100
Switzerland,2015,July,7300
Switzerland,2015,August,7200
Switzerland,2015,September,7400
Switzerland,2015,October,7000
Switzerland,2015,November,6600
Switzerland,2015,December,6700
Switzerland,2014,January,7068
Switzerland,2014,February,6404
Switzerland,2014,March,6896
Switzerland,2014,April,6902
Switzerland,2014,May,7225
Switzerland,2014,June,7153
Switzerland,2014,July,7631
Switzerland,2014,August,7382
Switzerland,2014,September,7579
Switzerland,2014,October,7373
Switzerland,2014,November,6825
Switzerland,2014,December,6849
Switzerland,2013,January,6721
Switzerland,2013,February,6091
Switzerland,2013,March,6813
Switzerland,2013,April,6594
Switzerland,2013,May,7088
Switzerland,2013,June,6853
Switzerland,2013,July,7587
Switzerland,2013,August,7358
Switzerland,2013,September,7256
Switzerland,2013,October,7098
Switzerland,2013,November,6476
Switzerland,2013,December,6796
TFYR of Macedonia,2015,January,1994
TFYR of Macedonia,2015,February,1672
TFYR of Macedonia,2015,March,1918
TFYR of Macedonia,2015,April,1776
TFYR of Macedonia,2015,June,2071
TFYR of Macedonia,2015,July,2116
TFYR of Macedonia,2015,August,2010
TFYR of Macedonia,2015,September,1955
TFYR of Macedonia,2015,October,2127
TFYR of Macedonia,2015,November,1948
TFYR of Macedonia,2015,December,1756
TFYR of Macedonia,2014,January,2037
TFYR of Macedonia,2014,February,1681
TFYR of Macedonia,2014,March,1946
TFYR of Macedonia,2014,April,1902
TFYR of Macedonia,2014,May,1991
TFYR of Macedonia,2014,June,2024
TFYR of Macedonia,2014,July,2171
TFYR of Macedonia,2014,August,2072
TFYR of Macedonia,2014,September,2047
TFYR of Macedonia,2014,October,2042
TFYR of Macedonia,2014,November,1801
TFYR of Macedonia,2014,December,1882
TFYR of Macedonia,2013,January,1901
TFYR of Macedonia,2013,February,1632
TFYR of Macedonia,2013,March,1787
TFYR of Macedonia,2013,April,1743
TFYR of Macedonia,2013,May,1928
TFYR of Macedonia,2013,June,1916
TFYR of Macedonia,2013,July,2181
TFYR of Macedonia,2013,August,2033
TFYR of Macedonia,2013,September,2099
TFYR of Macedonia,2013,October,2137
TFYR of Macedonia,2013,November,1871
TFYR of Macedonia,2013,December,1910
Turkey,2014,January,120847
Turkey,2014,February,96136
Turkey,2014,March,104809
Turkey,2014,April,104791
Turkey,2014,May,111508
Turkey,2014,June,114919
Turkey,2014,July,128418
Turkey,2014,August,124985
Turkey,2014,September,117755
Turkey,2014,October,110345
Turkey,2014,November,104071
Turkey,2014,December,98920
Turkey,2013,January,117368
Turkey,2013,February,93944
Turkey,2013,March,101547
Turkey,2013,April,95996
Turkey,2013,May,105715
Turkey,2013,June,108569
Turkey,2013,July,122590
Turkey,2013,August,120199
Turkey,2013,September,111583
Turkey,2013,October,109218
Turkey,2013,November,102752
Turkey,2013,December,93581
Turks and Caicos Islands,2015,January,35
Turks and Caicos Islands,2015,February,26
Turks and Caicos Islands,2015,March,32
Turks and Caicos Islands,2015,April,41
Turks and Caicos Islands,2015,May,24
Turks and Caicos Islands,2015,June,32
Turks and Caicos Islands,2015,July,37
Turks and Caicos Islands,2015,August,36
Turks and Caicos Islands,2015,September,52
Turks and Caicos Islands,2015,October,43
Turks and Caicos Islands,2015,November,38
Turks and Caicos Islands,2015,December,41
Turks and Caicos Islands,2014,January,39
Turks and Caicos Islands,2014,February,36
Turks and Caicos Islands,2014,March,31
Turks and Caicos Islands,2014,April,39
Turks and Caicos Islands,2014,May,30
Turks and Caicos Islands,2014,June,25
Turks and Caicos Islands,2014,July,33
Turks and Caicos Islands,2014,August,32
Turks and Caicos Islands,2014,September,37
Turks and Caicos Islands,2014,October,51
Turks and Caicos Islands,2014,November,40
Turks and Caicos Islands,2014,December,44
Turks and Caicos Islands,2013,January,33
Turks and Caicos Islands,2013,February,26
Turks and Caicos Islands,2013,March,30
Turks and Caicos Islands,2013,April,28
Turks and Caicos Islands,2013,May,20
Turks and Caicos Islands,2013,June,53
Turks and Caicos Islands,2013,July,47
Turks and Caicos Islands,2013,August,29
Turks and Caicos Islands,2013,September,66
Turks and Caicos Islands,2013,October,69
Turks and Caicos Islands,2013,November,48
Turks and Caicos Islands,2013,December,53
Ukraine,2015,January,34981
Ukraine,2015,February,32492
Ukraine,2015,March,33261
Ukraine,2015,April,33829
Ukraine,2015,May,31539
Ukraine,2015,June,32185
Ukraine,2015,July,40816
Ukraine,2015,August,34781
Ukraine,2015,September,37891
Ukraine,2015,October,36310
Ukraine,2015,November,30141
Ukraine,2015,December,33557
Ukraine,2014,January,39149
Ukraine,2014,February,38231
Ukraine,2014,March,36686
Ukraine,2014,April,38714
Ukraine,2014,May,39631
Ukraine,2014,June,37014
Ukraine,2014,July,43714
Ukraine,2014,August,39125
Ukraine,2014,September,40944
Ukraine,2014,October,42805
Ukraine,2014,November,33900
Ukraine,2014,December,35969
Ukraine,2013,January,43290
Ukraine,2013,February,37419
Ukraine,2013,March,38003
Ukraine,2013,April,39086
Ukraine,2013,May,39626
Ukraine,2013,June,36730
Ukraine,2013,July,49668
Ukraine,2013,August,46042
Ukraine,2013,September,42924
Ukraine,2013,October,49519
Ukraine,2013,November,41284
Ukraine,2013,December,40066
United Kingdom of Great Britain and Northern Ireland,2014,January,64839
United Kingdom of Great Britain and Northern Ireland,2014,February,59258
United Kingdom of Great Britain and Northern Ireland,2014,March,64156
United Kingdom of Great Britain and Northern Ireland,2014,April,61823
United Kingdom of Great Britain and Northern Ireland,2014,May,65665
United Kingdom of Great Britain and Northern Ireland,2014,June,63822
United Kingdom of Great Britain and Northern Ireland,2014,July,67683
United Kingdom of Great Britain and Northern Ireland,2014,August,66131
United Kingdom of Great Britain and Northern Ireland,2014,September,68461
United Kingdom of Great Britain and Northern Ireland,2014,October,68148
United Kingdom of Great Britain and Northern Ireland,2014,November,62340
United Kingdom of Great Britain and Northern Ireland,2014,December,63582
United States of America,2014,January,326366
United States of America,2014,February,298404
United States of America,2014,March,323572
United States of America,2014,April,318990
United States of America,2014,May,334613
United States of America,2014,June,325981
United States of America,2014,July,355524
United States of America,2014,August,354257
United States of America,2014,September,348424
United States of America,2014,October,343356
United States of America,2014,November,317998
United States of America,2014,December,340591
United States of America,2013,January,323691
United States of America,2013,February,291748
United States of America,2013,March,320529
United States of America,2013,April,311645
United States of America,2013,May,329520
United States of America,2013,June,319779
United States of America,2013,July,349158
United States of America,2013,August,353485
United States of America,2013,September,338008
United States of America,2013,October,340562
United States of America,2013,November,318482
United States of America,2013,December,335574
Uruguay,2014,January,4178
Uruguay,2014,February,3849
Uruguay,2014,March,4272
Uruguay,2014,April,4041
Uruguay,2014,May,4214
Uruguay,2014,June,3959
Uruguay,2014,July,4089
Uruguay,2014,August,4015
Uruguay,2014,September,4025
Uruguay,2014,October,3953
Uruguay,2014,November,3700
Uruguay,2014,December,4073
Uruguay,2013,January,4288
Uruguay,2013,February,3859
Uruguay,2013,March,4230
Uruguay,2013,April,4121
Uruguay,2013,May,4019
Uruguay,2013,June,3895
Uruguay,2013,July,4041
Uruguay,2013,August,3954
Uruguay,2013,September,4098
Uruguay,2013,October,4168
Uruguay,2013,November,3877
Uruguay,2013,December,4131
Uzbekistan,2015,January,43692
Uzbekistan,2015,February,47694
Uzbekistan,2015,March,50844
Uzbekistan,2015,April,53404
Uzbekistan,2015,May,54510
Uzbekistan,2015,June,61547
Uzbekistan,2015,July,70958
Uzbekistan,2015,August,72973
Uzbekistan,2015,September,75993
Uzbekistan,2015,October,70176
Uzbekistan,2015,November,60576
Uzbekistan,2015,December,71774
Uzbekistan,2014,January,42165
Uzbekistan,2014,February,45417
Uzbekistan,2014,March,46920
Uzbekistan,2014,April,53462
Uzbekistan,2014,May,53238
Uzbekistan,2014,June,55929
Uzbekistan,2014,July,69044
Uzbekistan,2014,August,75559
Uzbekistan,2014,September,75777
Uzbekistan,2014,October,70087
Uzbekistan,2014,November,58222
Uzbekistan,2014,December,72216
Uzbekistan,2013,January,36546
Uzbekistan,2013,February,41222
Uzbekistan,2013,March,44297
Uzbekistan,2013,April,49346
Uzbekistan,2013,May,50420
Uzbekistan,2013,June,50969
Uzbekistan,2013,July,67291
Uzbekistan,2013,August,71441
Uzbekistan,2013,September,69137
Uzbekistan,2013,October,68914
Uzbekistan,2013,November,58370
Uzbekistan,2013,December,71566
